StoreID,StoreLocation,AnnualSales,NumberOfEmployees,MonthlyFootTraffic,CustomerSatisfactionScore,AverageTransactionValue,OperatingHours,StoreSize,ProductVariety
88,Suburban,965445.5040459959,44,7647.628357223586,,126.09572308047673,11-7,391.99645519404913,144
89,Suburban,685180.3022502378,25,1729.0071546917877,7.280467939242674,465.3635162429368,9-5,496.48257565165443,93
90,Urban,555317.1857062798,11,3234.0633326740904,1.8679517412915065,495.88634692967065,9-5,497.1071306955629,59
91,Suburban,519419.5694434444,41,1703.1310805102135,7.5605753751879945,493.1576925725017,11-7,344.8656438115903,73
92,Rural,901340.7050042044,23,4330.867218929045,,162.4571708012118,10-6,380.38926400578896,45
93,Urban,125431.01467458109,31,8404.160990404536,7.290465610772083,44.92146361427727,11-7,230.0487107719827,143
94,Suburban,202427.3782212144,20,1600.799935099786,9.577767293977809,303.21096351969345,11-7,102.96935264125996,133
95,Rural,191864.55620723666,12,2488.214794502828,5.110901745750864,442.73895239327635,9-5,559.2403195584432,111
96,Urban,781241.7926089492,6,3407.007193140269,1.5930168162948726,367.31153985668044,10-6,868.232016449667,99
97,Rural,405685.9214672813,33,6616.722714771702,3.544138528088271,280.217411855614,9-5,125.21924080085131,49
98,Urban,674171.6902666308,21,9772.151030725527,2.3276243196869095,146.74277411768733,10-6,138.17268544861614,117
99,Suburban,643404.6134583091,34,8404.58859103499,5.508429161705905,25.282356913224966,10-6,415.9416091957802,92
100,Rural,447245.17276827845,17,2808.3386521543503,2.627231025405694,334.8498419307562,nan,925.6338051695845,133
101,Rural,578410.9500181586,38,7390.565260072648,9.967435283703892,361.41334889982136,9-5,586.1510835917862,122
102,Suburban,680624.6802144941,6,6007.489770142411,4.776092236565667,121.98220823207873,9-5,110.07054896054834,86
103,Urban,946855.2968903244,34,5424.6507867760365,4.486070682155004,390.5288669378652,11-7,508.21917286863317,36
104,Suburban,618070.6655748833,35,9175.472263038973,1.5774767795595448,211.82146684968396,10-6,951.6052315597781,153
105,Suburban,652930.7605914829,22,6293.167803542747,,447.51547909684024,9-5,161.6752146498972,36
106,Urban,161070.23593339793,10,2234.8870731367197,2.1187299038067353,383.29166741740244,10-6,166.22367742163607,138
107,Rural,956994.2332841008,26,2484.7101150083054,3.3556731873403605,66.57117347133813,10-6,137.49479143038786,82
108,Rural,575273.7351184476,10,9297.760724969708,,286.88527815977295,nan,755.8568761788491,138
109,Rural,821146.0778739296,29,1721.8467623454503,1.8830439262724288,98.24203347913996,11-7,537.7299715524639,83
110,Rural,145261.95683265018,46,2241.226993756417,8.47012454854755,291.6221239761292,11-7,526.0822350960891,155
111,Suburban,478819.1221633819,20,6878.023154290245,1.994761094945801,294.2325540911305,nan,427.0305181567019,64
112,Rural,331277.91323743144,44,3019.0367026039135,,160.77719461295746,11-7,311.884374152757,74
113,Rural,340278.308819731,48,8434.89193070031,3.601563217066585,308.6157916535326,9-5,434.0981147187393,173
114,Rural,812308.3569648365,45,4744.058300842206,3.1289010918476023,80.80731833959328,10-6,560.4567687359208,107
115,nan,661480.0527419682,28,5341.598315092347,3.0096626761569425,411.55348277715217,nan,263.83664471875215,100
116,Rural,495770.78065856325,26,2157.7434190923123,7.028779383787144,405.186651720227,10-6,755.8991916123496,174
117,Urban,109527.16562775408,47,1253.4724877801807,8.144177545416342,341.496215355501,10-6,749.2310448355023,186
118,Suburban,968435.1486509768,27,7833.126090175635,4.680220225130638,84.57613438275268,9-5,200.392637280448,141
119,Rural,965820.9280201514,45,1665.9073337932437,3.8667547304374095,336.8990614777757,nan,380.6999925191081,118
120,nan,295796.9892520346,37,6761.431183904514,7.5793205015543,200.12469197564948,11-7,238.48254312529588,160
121,Suburban,137211.735084901,14,5837.783062099105,3.4224780815496585,280.5620611037412,11-7,324.21809985589164,140
122,Rural,577179.426710712,45,5666.414917488272,8.834146650471748,220.9182137425223,nan,773.185617892441,70
123,Suburban,956269.7331547667,33,3697.165199467669,3.6448978240008034,373.29748369889097,10-6,659.7297542561378,141
124,Urban,919356.2611884414,33,7804.257721039866,1.4612730718240654,39.39822453535285,10-6,110.74570507926222,51
125,Rural,626196.577500457,15,4605.52196246223,5.23308363259848,98.8175914996907,10-6,975.7057029260726,137
126,Rural,373193.96558833646,26,2361.291146287801,3.6991482152300152,227.38194424743665,11-7,593.6793246831583,193
127,Urban,396964.79539227637,16,1504.38826339905,,308.49690612827504,nan,357.48298971705935,157
128,Rural,908122.1963374248,24,4082.9319620871847,3.6282380273352874,30.340021657243472,11-7,698.6636532586963,198
129,Urban,542605.6320720192,20,6472.494815050821,9.883131664541533,390.4446894196448,nan,248.9509115952016,63
130,nan,218004.606070431,14,2982.898838723884,9.770824560386911,117.80239181958302,10-6,799.3775193467974,132
131,Rural,323582.9283762466,29,7679.843140357553,6.557816850951711,55.9397131726592,9-5,377.71515161365136,109
132,Urban,349115.4113207492,24,1978.5323193850718,9.159041055515452,354.2060148562181,11-7,149.88830475071356,168
133,Rural,211192.01643871842,19,5247.682815234796,3.8164236927772226,99.49996656451405,nan,238.5036127241479,63
134,nan,516739.9433691622,41,5830.338279921374,8.091036039246557,52.69483378253662,9-5,690.4835585645828,110
135,Rural,924445.8174474919,36,8389.108866402463,7.885472785438476,49.06322911130477,10-6,923.4023901415823,145
136,Urban,701904.2886930348,11,2061.529146620344,4.197830622610194,288.012605235628,11-7,686.2296548934794,119
137,nan,165226.53182397052,42,1015.0749466643889,7.493245574148119,268.1780762095502,10-6,552.2288489037355,81
138,Urban,104945.33602824646,34,5803.387405761581,1.8425568447876828,269.3313163327812,9-5,824.7829785159753,86
139,nan,348622.9007223289,41,2356.5256496573093,3.093230675012601,302.7857813796713,9-5,132.69764846249177,96
140,Rural,426423.64131454634,42,6145.240297112529,2.8891158660365233,359.1611914525141,10-6,305.6650016444586,165
141,nan,799074.7021420982,33,1296.1252518348736,6.631942042049587,215.63568171810775,nan,819.5678350836811,41
142,Suburban,970304.97153733,21,5416.075176049377,2.8158595545441325,214.249890696676,10-6,889.442357386772,58
143,Rural,448810.4560811893,10,4516.6600523944635,3.5520148013275588,234.1372090787306,11-7,930.5332867766764,145
144,Rural,718021.026835175,23,2406.226441934594,3.4512345131272792,441.29584266785446,9-5,850.6055625066916,20
145,Rural,995411.7166176669,22,5210.625172319395,9.490145410348115,394.537924344983,10-6,590.9989652875604,95
146,Suburban,771099.925487513,38,5294.524674731779,9.531997605073972,382.88300715957166,11-7,536.394026415031,198
147,Urban,672570.5941772601,31,1610.9329090447507,8.484819363372683,140.8990566771658,11-7,205.6977074074836,177
148,Urban,170267.36876047385,28,7092.170135601745,5.063697659500541,44.19321523839056,10-6,951.976316995489,111
149,Urban,390893.6810752572,47,9223.29975781105,5.410593705636223,30.425667074619547,11-7,568.8359756691844,121
150,Urban,922052.9426114412,21,6520.984601527844,4.371195664002682,341.42622180201624,10-6,654.8159200991655,69
151,Rural,280904.93351281516,26,6644.721651018656,5.1474658365933434,495.31936294579697,9-5,707.6238918983818,152
152,Rural,859231.3233458874,49,7735.627498058867,2.273534644615805,377.9892469049351,9-5,685.8107903273567,128
153,Urban,726691.3165724549,26,9424.635477462482,3.438860162984465,186.30442819959063,9-5,184.91657831372646,149
154,Urban,429691.93374767917,31,9842.293089887999,,52.297630310224115,10-6,596.7977308264316,141
155,Urban,576256.8427413909,48,5434.163877294527,8.928155398516957,248.54670771553353,11-7,458.3866086849208,162
156,Suburban,588525.8218775322,31,9505.070506396049,7.209758476577642,327.6242328941014,nan,103.1330822608156,90
157,Rural,742648.4065664976,9,4233.1837656037915,2.200012820695106,240.05550562460482,11-7,952.1780152783712,182
158,Urban,564900.3469892766,43,7548.803216681588,4.873685622724636,409.1507130133123,11-7,690.1815924668157,179
159,Urban,219768.39116574964,18,9431.161166478829,3.9307835610025066,111.2678402941207,11-7,577.8129142600121,131
160,Suburban,796109.2043697214,14,1146.0949964304361,,445.92708797683827,9-5,235.81701194425426,149
161,Urban,465645.2472155069,11,9284.889179990674,7.654847623017834,347.853626775264,9-5,157.32899447770563,77
162,Rural,966784.5011907346,40,8965.451014458851,4.961888345311402,488.8369140708659,9-5,254.37803201125192,160
163,Suburban,355162.40406373097,17,2849.372223602594,4.254937606937248,166.81033402147614,11-7,209.79048490291325,192
164,Suburban,336770.90226692613,10,4687.422397720016,2.6393599150907745,395.8992742706325,9-5,460.5486556978714,129
165,Suburban,400156.65610766434,36,2106.276789572961,5.394603400109251,178.82200287882506,9-5,464.3728503115804,47
166,Urban,615085.314362763,33,7724.681263241603,3.4447511269429767,271.0135072560689,nan,892.4944118321902,144
167,Urban,905382.7661808841,23,7996.722041614749,5.569987103070024,157.85436575002055,11-7,744.3671668265374,184
168,Urban,258653.47612601332,30,8928.477283879165,,69.5728022815929,10-6,164.03257801442027,33
169,Suburban,351710.9178392982,33,4973.06764604518,3.6338073806072435,78.99231220855896,10-6,792.0687985189528,161
170,Suburban,623511.8588330756,40,6670.553411524819,4.826467346151841,195.77474346074345,9-5,533.4009324229388,188
171,Rural,508900.8179453636,49,8592.827682336385,6.498203152620986,27.198180613579233,11-7,106.1179444621495,108
172,nan,502590.5985301528,20,1840.4048552334225,8.583066298362663,469.51881491536113,nan,423.6380286058841,179
173,Urban,838660.8358867659,36,2072.423508289904,3.5078918001689505,271.88858583295075,10-6,300.56721057745847,126
174,nan,931490.4722602251,40,8360.061880417183,3.94636825913478,202.43213145911707,11-7,340.95510062937643,44
175,Suburban,533176.2694628937,33,4977.725263421373,,471.63041495096786,11-7,221.39606365022104,42
176,Rural,718616.6159025463,36,8225.824490445137,9.953608295231511,372.1809731016958,11-7,728.1476104756752,73
177,Suburban,820952.8399246545,16,1001.3534297276997,3.0768941633602385,169.61172129818235,9-5,389.9921463274303,182
178,nan,566529.7693484474,30,2035.2527164696019,2.9869622456160485,305.1350304621134,10-6,249.84600347636794,177
179,Suburban,364884.76805836183,23,4315.089379310331,8.382748785468978,286.53194103349927,11-7,874.427515280292,58
180,Urban,674276.1379500554,37,4578.914805361072,8.182626556393927,216.45829142132698,10-6,865.1333674395916,98
181,Urban,626598.1902754533,40,8503.820926354012,3.961106295780914,22.776625159493307,11-7,656.3041519876962,145
182,Urban,911406.5377656494,31,5588.042484961255,1.1327506398869667,433.4619620407126,10-6,259.2206229137369,136
183,nan,147166.33309287042,35,9261.68080647137,4.865662433561463,287.3720599124411,11-7,558.0612644195834,98
184,Rural,919118.2484201201,9,4822.279351227654,5.8913529203911255,73.89190533452641,9-5,474.5157502224943,131
185,Suburban,580988.8253488237,48,1602.67467354673,7.841389875933457,130.6646786574072,9-5,795.1966377593297,143
186,Suburban,114108.50444492252,19,5121.658402484189,,179.89379010853762,11-7,182.03944557374098,115
187,Urban,410231.96089100925,10,4699.079053433774,,175.55507871356502,11-7,760.2381970524807,127
188,Urban,751900.2074877878,37,5945.115267256576,,139.40053903750027,9-5,589.1465787442595,48
189,nan,539589.7791422496,5,6758.462385603319,7.973846931933127,20.46706129793387,10-6,748.5650117787363,133
190,Rural,982143.1336968932,9,1530.1402339804008,5.259285233995557,48.31952321185079,11-7,618.5670652753142,50
191,Urban,480349.0664479437,26,6557.764893926069,1.943313191657626,293.47084420807545,10-6,785.9953642796037,169
192,Rural,393971.706663407,25,2190.4630327534546,8.329020134979846,283.6707295395005,10-6,757.761970486984,115
193,Rural,839504.7409866112,44,4886.318654906456,6.415966000284372,361.12114600234463,11-7,605.2831433910503,147
194,Suburban,593116.0294222282,19,9030.97155768881,1.297121292260068,309.5725234427316,10-6,844.4059304060504,170
195,Suburban,714093.921156303,10,2204.5287526344646,8.096419538146062,110.28988586393724,10-6,123.85405914673511,153
196,Suburban,825132.1042348098,17,2878.8355594803907,4.540054840697998,279.4718827215745,10-6,229.26910895589774,176
197,Rural,704284.7915130582,8,4807.168870764637,3.8270160671410025,385.4718880317465,9-5,772.0287596656786,33
198,Urban,480166.74529179814,34,1543.5448412440574,5.635435182294864,28.602009995003144,11-7,843.1618848106804,198
199,Urban,212316.8031048706,38,3576.489525247553,7.044042984937395,295.114448072821,10-6,259.41404161334066,85
200,Suburban,622223.3499141705,42,1697.2221504327613,9.32361740022713,347.86153766933035,11-7,800.891961276002,20
201,Urban,907689.9940563337,23,5293.392589663987,1.2341599577527655,52.357900941845834,9-5,524.4889263516933,43
202,Rural,477003.18386657344,14,6160.408523450325,3.7420437091352907,171.0688206966175,9-5,233.66480099202747,126
203,nan,919652.7113585564,41,7743.54119951975,1.364004108511938,105.62394501486543,9-5,861.616793819618,97
204,Urban,553175.0378041619,8,9309.154421080248,8.588182062462264,294.7569929869973,9-5,498.9360110276404,181
205,Rural,658757.406198229,10,4938.588047079944,7.3318402821404876,416.1154391251589,11-7,338.2906212420964,161
206,Rural,849689.6284500785,13,6650.289564642128,3.4351319647672556,422.3829677141082,10-6,770.7447580420355,127
207,Rural,608137.3986766494,14,1540.614618024797,7.924457446846407,97.75978977020847,9-5,596.7101166362534,154
208,Suburban,181872.40536600715,22,5277.824454880073,6.700418331167601,350.5377965522041,11-7,445.2959873080975,172
209,Suburban,982881.4607203556,47,8830.066266637285,,323.08903372221374,11-7,132.5791995385354,101
210,nan,321264.37172155036,43,6330.508183743092,7.753867419351028,130.76503516329126,10-6,494.11111785006585,34
211,Urban,739454.7957671786,28,4375.912716984098,2.448795583571971,135.07970673400004,10-6,893.8953386600167,52
212,nan,554602.0947559648,49,1803.2164331213978,,305.92273817398774,9-5,944.5222114606257,25
213,Rural,530895.3731359373,8,5487.272909784517,5.658786381851733,66.54417175840396,10-6,447.2160480693429,32
214,Rural,319546.7369802023,44,9268.329856036115,4.064306681472491,157.24499886600685,9-5,866.809868150104,97
215,Suburban,749935.6891300937,8,1665.0480534933724,7.5756143760621075,339.7220043834191,11-7,527.7991787826345,35
216,Suburban,201509.43834788853,48,5777.842771222154,4.908160986843937,54.02789374105426,9-5,734.7308240231479,54
217,Urban,991407.9784253368,10,4836.909569264157,5.230612741173873,488.86416133862315,11-7,723.9597990482973,196
218,Urban,860836.1833964834,49,7835.174734638868,2.8831101447047915,372.7828526127904,10-6,515.6370915851035,191
219,Rural,581058.0460052129,16,2360.3542880079717,7.650586163309033,307.3968858662963,11-7,212.7845172646044,131
220,Suburban,482097.66045220854,46,2540.7574962542362,1.0954039876042971,280.39219424871504,9-5,185.52843997378866,124
221,Suburban,357818.1692138809,48,7444.039161666588,5.475093821723423,324.73117346963545,11-7,863.3818250966106,148
222,Rural,551432.3238466908,41,7119.617621252022,5.838803760259311,399.1226721871657,9-5,961.8164463100748,86
223,Urban,891475.7158217513,20,5659.145141646414,3.408260750459325,80.75302646454858,10-6,554.1604922196699,38
224,Suburban,347505.7606306153,35,1041.0226382149954,2.516710238615069,265.8892233024227,10-6,269.5107012317891,111
225,Suburban,550483.7129228223,5,8700.982984137245,,50.41231536769807,9-5,547.2911561800763,49
226,Suburban,311094.91186032776,21,9886.57905634655,1.9528123100525492,369.5363729645394,9-5,460.5133311785469,129
227,Suburban,403434.20229845634,38,7006.997866727364,7.490646797451246,301.5045267010189,11-7,455.9312261528885,152
228,Suburban,271234.4580309992,48,9399.051510531095,6.230198238656069,334.9009924143829,nan,234.6583956639185,101
229,Rural,991485.2745290691,12,7820.331426763451,1.3759207079103581,472.9536349391272,11-7,959.497304410088,99
230,Rural,614347.70181621,22,7157.457308836828,9.584468219937028,235.54090621745522,9-5,984.9143276479856,137
231,Rural,759533.6116330259,42,4161.371463421327,7.945859522115787,173.36820240469342,11-7,923.1401281171114,162
232,Urban,188424.92210683302,46,1716.9369858988798,9.769508062950022,202.500817094278,9-5,145.09878217790254,185
233,nan,429505.7950668842,43,1289.53801797262,6.784931777024963,454.97663858608655,10-6,682.7878318214393,148
234,Rural,903375.8227425893,40,5055.053802062215,9.479023486428535,296.5743100056276,11-7,187.41876234931362,199
235,nan,175994.49378155312,22,5135.82167449574,8.228385256957385,490.8863005197966,10-6,452.55248035625834,48
236,Suburban,248934.90550565184,20,4475.667189174805,3.7779797300881457,478.4070342535954,10-6,347.72267752042046,146
237,Suburban,662875.8493160517,47,1269.3071295039667,7.787331052640123,307.1143619837302,nan,853.6968165438509,184
238,Suburban,660510.0946938026,30,2794.1071319375865,2.094458652456503,194.61988867652713,9-5,447.45583664901335,53
239,Urban,854404.3400085366,13,2228.630497381978,5.557144207035744,453.30013066582734,9-5,239.13889618694282,142
240,Rural,941943.4874842793,20,1114.6474143962596,9.178949051923315,234.38486613621276,9-5,624.1458278624322,21
241,Rural,227787.8278827374,48,6572.202077109069,5.721583446047547,363.9765488400763,11-7,436.5278111297502,130
242,Urban,333436.43667429953,41,1890.513681833269,9.52040736461163,246.74486213686538,9-5,762.9606681682279,65
243,Suburban,484715.2651239303,40,2335.505819652629,4.435939203207838,63.2210895515783,9-5,277.52849108493547,191
244,Suburban,100812.95696912467,39,1892.018466357862,5.717382178683499,455.47392642146167,10-6,468.851766799669,38
245,Urban,162832.87266372543,49,7881.988682846072,6.125459181496055,55.83372362341567,11-7,639.2213409529755,108
246,Urban,303842.1501469195,6,8950.405631348896,9.644479151910662,263.41591372992735,10-6,907.1842724061565,153
247,Urban,532991.7676142305,40,2069.146268032369,7.369133617046033,321.4233269929442,10-6,643.0264023183564,29
248,Rural,326370.4643517515,33,6540.984400529237,6.3533361051443435,479.0576975172477,11-7,914.2425469897399,93
249,Suburban,889013.7030007433,32,6577.1978012920445,1.5913817603393416,101.48199715322805,11-7,660.1379968360251,142
250,Rural,391845.58798781,46,3531.93841525775,3.007511497516525,160.55441287745643,9-5,447.0471311941944,130
251,nan,932160.5309283658,7,6296.619025281712,2.110274998536454,243.42950407823113,10-6,151.96107730253266,26
252,Rural,977308.534661239,19,4899.535742907785,5.6004249992159965,431.07533929428735,9-5,259.48428426566016,22
253,Urban,504875.3805168209,29,1968.807244266868,9.917357300540809,25.39830026745019,9-5,866.6606882629852,92
254,Rural,304415.9352093913,29,9624.22359639358,,390.08386914543195,10-6,286.72626016546496,66
255,Urban,362499.52008070296,47,7107.7189828074215,5.399515993533208,291.9471289092784,11-7,970.466209683777,52
256,Suburban,798700.3134935015,24,9585.635591615444,5.62954039034007,440.9047097433749,10-6,701.6347665266159,49
257,nan,346014.73701333196,10,2359.2097665346355,1.3717811179732655,90.72382846474628,nan,874.5706602454311,122
